age,income,loan_amount,employment_type,education,marital_status,loan_purpose,default
37,514132,396900,Self-Employed,Post-Graduate,Married,Education,0
21,249769,547833,Self-Employed,Graduate,Married,Car,0
23,849764,768054,Self-Employed,Graduate,Married,Personal,0
46,333541,265109,Salaried,Post-Graduate,Married,Education,0
51,694222,92094,Salaried,Post-Graduate,Divorced,Personal,0
46,894385,241576,Salaried,Graduate,Married,Education,0
43,1376813,144209,Unemployed,Post-Graduate,Single,Business,0
50,596381,473838,Salaried,High School,Married,Education,0
30,407978,307079,Self-Employed,High School,Married,Personal,0
28,1291827,249325,Salaried,Post-Graduate,Single,Car,0
45,435368,795406,Self-Employed,Graduate,Married,Business,0
42,769305,203870,Self-Employed,Post-Graduate,Single,Personal,0
35,1309131,401505,Salaried,Graduate,Single,Car,1
30,887569,470383,Salaried,Graduate,Single,Business,0
40,501509,621661,Salaried,High School,Single,Home,0
43,657297,716321,Salaried,High School,Married,Personal,0
21,225976,675971,Unemployed,Graduate,Single,Business,1
22,1290545,719709,Salaried,Graduate,Married,Car,0
39,631541,291125,Salaried,Post-Graduate,Married,Business,0
34,649957,791205,Self-Employed,High School,Single,Home,0
28,629390,723231,Unemployed,Post-Graduate,Married,Business,0
58,1194834,730503,Self-Employed,High School,Single,Home,0
32,1322239,576910,Self-Employed,High School,Single,Personal,0
46,1039811,415967,Salaried,Post-Graduate,Married,Business,0
47,489535,564639,Salaried,Post-Graduate,Divorced,Education,0
49,1242128,441719,Salaried,Post-Graduate,Single,Car,0
35,407348,734837,Salaried,Post-Graduate,Married,Education,0
21,529225,575201,Salaried,Post-Graduate,Married,Education,1
48,944587,506982,Salaried,Post-Graduate,Married,Business,0
23,282054,153533,Salaried,Post-Graduate,Married,Car,0
38,917566,500607,Salaried,Post-Graduate,Single,Personal,0
54,278593,470525,Salaried,Post-Graduate,Single,Car,0
52,259485,716224,Unemployed,Graduate,Single,Home,1
49,1189043,144588,Unemployed,Post-Graduate,Single,Business,0
45,773604,128133,Salaried,Graduate,Single,Education,0
46,1428435,181613,Salaried,Graduate,Single,Personal,0
59,293099,153166,Self-Employed,High School,Single,Business,0
28,1437222,344127,Salaried,Graduate,Single,Personal,0
39,1451909,714758,Unemployed,Post-Graduate,Married,Personal,0
42,1234972,74759,Salaried,Post-Graduate,Single,Home,0
49,942578,270713,Salaried,Post-Graduate,Divorced,Car,0
53,455329,635641,Self-Employed,Graduate,Married,Business,0
58,1307811,371469,Salaried,Graduate,Divorced,Personal,0
55,1068153,236833,Salaried,Graduate,Married,Car,0
23,1429202,129284,Self-Employed,Graduate,Single,Education,0
39,862559,398753,Unemployed,Graduate,Married,Home,1
30,885795,157752,Self-Employed,Post-Graduate,Single,Home,0
47,202607,388623,Self-Employed,Graduate,Single,Car,0
35,1192422,463696,Unemployed,High School,Single,Education,0
31,536260,569672,Salaried,Post-Graduate,Married,Car,0
46,416396,745279,Salaried,Post-Graduate,Single,Home,0
44,615242,343225,Salaried,Post-Graduate,Single,Personal,0
33,980013,431646,Salaried,Graduate,Married,Education,0
52,479317,348692,Self-Employed,Graduate,Divorced,Personal,0
57,758550,124010,Salaried,High School,Married,Personal,0
24,403318,430432,Salaried,Post-Graduate,Single,Business,0
33,299124,302734,Salaried,Post-Graduate,Single,Personal,0
29,844116,583689,Salaried,High School,Married,Home,1
54,450898,629705,Salaried,Post-Graduate,Single,Home,0
57,802052,115976,Salaried,Graduate,Married,Education,0
27,590999,365103,Self-Employed,Graduate,Married,Business,0
21,1179805,95694,Self-Employed,Graduate,Single,Car,0
32,579201,623913,Self-Employed,High School,Married,Personal,0
41,264314,166545,Self-Employed,Graduate,Divorced,Personal,0
31,689904,579324,Unemployed,Graduate,Married,Business,0
34,555386,754278,Salaried,High School,Divorced,Education,1
54,461270,246593,Unemployed,Graduate,Married,Education,1
54,1279042,177635,Salaried,Graduate,Married,Business,0
45,316151,701555,Salaried,High School,Married,Home,0
24,578739,409337,Self-Employed,Post-Graduate,Married,Education,1
46,702777,273125,Salaried,Post-Graduate,Single,Education,0
36,1272855,783371,Salaried,Graduate,Single,Personal,0
30,748497,436570,Salaried,Post-Graduate,Divorced,Home,0
22,859325,127083,Salaried,High School,Married,Home,0
55,1494517,730492,Self-Employed,Post-Graduate,Married,Business,0
39,304304,749797,Salaried,Post-Graduate,Married,Education,0
26,358302,473248,Self-Employed,Graduate,Married,Business,1
39,1468813,349966,Salaried,High School,Married,Personal,0
28,766208,765934,Salaried,Post-Graduate,Married,Car,0
34,523688,168026,Salaried,High School,Married,Business,0
30,852548,310387,Self-Employed,Graduate,Single,Home,0
23,293406,631197,Unemployed,Post-Graduate,Married,Business,1
58,545053,92786,Salaried,High School,Married,Business,0
49,701437,240614,Unemployed,Graduate,Single,Home,0
35,1085442,340076,Self-Employed,High School,Single,Education,0
43,1271612,236518,Salaried,Graduate,Married,Personal,0
43,527466,406331,Salaried,Graduate,Single,Education,0
38,204847,627659,Self-Employed,High School,Married,Home,0
39,679466,205642,Salaried,Graduate,Single,Home,0
48,475037,111155,Salaried,Post-Graduate,Single,Home,0
46,1122153,674486,Salaried,Graduate,Married,Personal,0
30,735901,88227,Salaried,Post-Graduate,Single,Education,0
24,698116,535080,Salaried,Post-Graduate,Married,Education,1
22,778121,374242,Self-Employed,Graduate,Married,Education,0
23,1310999,430633,Self-Employed,Graduate,Single,Home,0
27,1076396,101807,Self-Employed,High School,Married,Car,1
36,1366844,547201,Self-Employed,High School,Married,Business,0
51,574386,595748,Salaried,High School,Divorced,Business,0
30,723453,114042,Salaried,Graduate,Single,Home,1
39,812357,376768,Self-Employed,Post-Graduate,Married,Home,0
48,384777,246472,Salaried,High School,Married,Home,0
37,275642,502113,Self-Employed,Graduate,Married,Car,0
48,718697,427477,Salaried,High School,Married,Personal,0
39,1215353,436573,Salaried,Graduate,Married,Personal,0
57,417002,129935,Salaried,Post-Graduate,Married,Home,0
43,386889,784600,Self-Employed,Graduate,Divorced,Home,0
40,540813,575986,Self-Employed,Post-Graduate,Divorced,Car,0
33,401254,790850,Self-Employed,Graduate,Single,Car,0
33,1432550,226645,Unemployed,Graduate,Married,Business,0
31,702799,610482,Salaried,Graduate,Married,Car,0
35,1329504,618952,Salaried,Graduate,Divorced,Home,0
37,1419295,323560,Salaried,Graduate,Single,Personal,0
48,935689,619672,Salaried,Graduate,Divorced,Education,0
39,1476978,202241,Self-Employed,High School,Single,Car,0
24,1462135,120110,Self-Employed,Graduate,Married,Education,1
42,667259,148694,Salaried,High School,Married,Home,0
42,1100093,455915,Self-Employed,Graduate,Married,Business,0
57,351519,591953,Self-Employed,Graduate,Married,Home,0
59,743406,786832,Self-Employed,Graduate,Divorced,Car,0
54,587695,787786,Salaried,High School,Married,Business,0
53,639815,674314,Self-Employed,High School,Single,Business,0
53,1258776,228071,Self-Employed,Graduate,Single,Personal,0
32,823354,67341,Self-Employed,Graduate,Single,Home,0
22,1307280,285234,Salaried,Post-Graduate,Single,Home,0
48,515631,797206,Salaried,Graduate,Divorced,Education,0
30,901825,744565,Salaried,High School,Married,Personal,0
42,218435,99914,Salaried,Post-Graduate,Divorced,Education,0
37,247897,383276,Salaried,High School,Married,Car,0
46,1370253,358928,Salaried,Graduate,Divorced,Education,1
23,690823,302022,Salaried,Graduate,Married,Education,0
27,962052,539138,Salaried,High School,Married,Business,0
28,1429060,580909,Unemployed,Graduate,Single,Education,0
40,631874,290179,Salaried,Graduate,Single,Business,0
32,1123557,111037,Salaried,Post-Graduate,Single,Car,0
55,589213,502319,Salaried,Graduate,Single,Education,0
37,1217088,773785,Salaried,High School,Married,Personal,0
48,1199559,221617,Self-Employed,High School,Married,Car,0
30,591692,788622,Salaried,Graduate,Single,Business,0
42,648467,579802,Self-Employed,Graduate,Married,Personal,0
58,1158149,352127,Salaried,Graduate,Married,Car,0
53,1382193,518580,Salaried,Graduate,Single,Home,0
42,295495,405765,Self-Employed,Graduate,Single,Home,0
57,1325789,720641,Unemployed,Graduate,Single,Car,0
33,994992,736831,Salaried,Graduate,Married,Car,1
47,1442023,713113,Self-Employed,Post-Graduate,Divorced,Education,0
35,859022,714101,Self-Employed,Post-Graduate,Married,Education,0
42,933951,117541,Salaried,High School,Married,Car,0
50,776894,302631,Self-Employed,Graduate,Single,Personal,0
57,646967,232407,Self-Employed,Post-Graduate,Married,Business,0
54,450565,339285,Salaried,Post-Graduate,Single,Car,0
54,1097263,288326,Unemployed,Graduate,Married,Home,0
55,239887,191189,Salaried,Post-Graduate,Single,Education,1
39,414089,402366,Salaried,Graduate,Single,Education,0
28,674125,51823,Salaried,Graduate,Married,Home,1
59,1075212,594293,Self-Employed,Graduate,Single,Personal,1
53,1090171,182210,Self-Employed,Graduate,Married,Car,0
48,441731,739848,Salaried,Graduate,Married,Personal,0
57,261055,624163,Salaried,Graduate,Married,Personal,0
45,424237,466231,Salaried,Graduate,Divorced,Car,0
56,1266903,183484,Salaried,Graduate,Married,Personal,0
37,562167,129331,Self-Employed,Graduate,Married,Home,0
44,1404514,149070,Self-Employed,Graduate,Single,Car,0
41,296279,649309,Salaried,Post-Graduate,Married,Education,1
22,413406,54017,Salaried,Graduate,Married,Car,0
51,471186,742398,Salaried,High School,Single,Education,0
53,715009,506501,Salaried,Graduate,Single,Business,0
50,1391617,756470,Self-Employed,Graduate,Single,Car,0
32,907240,271120,Salaried,Graduate,Divorced,Education,0
32,1321315,190258,Salaried,Post-Graduate,Single,Personal,1
44,525732,674443,Salaried,Post-Graduate,Single,Business,0
44,1101861,732912,Unemployed,High School,Single,Car,0
31,995461,712270,Salaried,Graduate,Single,Education,0
33,1128826,53871,Salaried,Graduate,Single,Personal,0
47,441049,64627,Unemployed,High School,Married,Education,1
28,1093461,78586,Salaried,Post-Graduate,Married,Car,0
30,581292,750614,Self-Employed,Graduate,Married,Home,0
28,474798,387094,Self-Employed,High School,Married,Home,1
40,390759,549501,Salaried,Post-Graduate,Single,Car,0
28,1427507,374270,Salaried,Graduate,Single,Personal,0
29,1480522,628317,Salaried,Graduate,Single,Business,0
27,746420,796412,Self-Employed,Graduate,Married,Education,0
34,711499,225283,Self-Employed,Post-Graduate,Single,Personal,0
48,609241,154665,Self-Employed,Graduate,Single,Education,0
22,1486525,97733,Salaried,Graduate,Single,Home,1
28,1456672,294544,Salaried,Graduate,Married,Business,0
33,1183428,70300,Salaried,High School,Married,Car,0
41,1107317,778383,Unemployed,Graduate,Married,Car,0
48,1404618,215910,Self-Employed,Post-Graduate,Married,Home,0
55,509880,58828,Salaried,Post-Graduate,Single,Car,0
43,1016086,425891,Salaried,Post-Graduate,Married,Business,0
35,539529,245909,Self-Employed,Post-Graduate,Single,Business,0
22,645624,683160,Salaried,Post-Graduate,Divorced,Car,0
32,1465587,201131,Salaried,Graduate,Single,Personal,0
56,407039,549381,Salaried,Graduate,Married,Car,0
23,1402090,426546,Salaried,Graduate,Single,Business,0
25,920603,81430,Salaried,Post-Graduate,Married,Home,0
23,337702,658733,Salaried,Graduate,Married,Car,0
39,737296,548219,Salaried,Graduate,Married,Personal,0
22,902847,268764,Salaried,Post-Graduate,Married,Car,0
57,857753,597509,Salaried,Graduate,Single,Education,0
37,687896,717766,Salaried,Post-Graduate,Married,Car,0
34,279627,546679,Salaried,High School,Married,Business,0
48,943351,312403,Salaried,Post-Graduate,Married,Car,1
47,562498,200452,Salaried,Graduate,Single,Car,0
30,268657,566851,Unemployed,Post-Graduate,Single,Home,1
23,1116439,336336,Salaried,Graduate,Divorced,Education,0
56,326162,562005,Salaried,Graduate,Divorced,Home,0
58,491788,564358,Salaried,Post-Graduate,Divorced,Business,0
45,682831,755681,Self-Employed,Graduate,Married,Personal,0
42,236122,786489,Salaried,Post-Graduate,Divorced,Home,0
59,695994,361092,Salaried,Post-Graduate,Single,Business,0
50,1120901,262640,Unemployed,Graduate,Single,Education,0
41,1434217,402915,Salaried,Graduate,Single,Car,0
50,1300709,161491,Unemployed,Graduate,Married,Home,0
48,248519,661207,Self-Employed,Graduate,Single,Car,0
51,1277727,143653,Self-Employed,High School,Single,Education,0
46,513913,427192,Salaried,Graduate,Single,Personal,0
42,1385129,238245,Salaried,Post-Graduate,Single,Car,0
41,632193,186786,Self-Employed,High School,Married,Personal,0
21,944275,580331,Salaried,Post-Graduate,Single,Education,0
57,224265,237329,Salaried,Graduate,Married,Education,0
33,514888,549272,Salaried,Post-Graduate,Married,Personal,0
41,569071,496165,Salaried,Graduate,Married,Home,1
29,485800,192625,Salaried,Post-Graduate,Married,Education,0
37,548760,668333,Salaried,High School,Married,Education,0
41,1294487,348672,Salaried,Graduate,Single,Personal,1
51,243013,341928,Salaried,Graduate,Married,Car,0
59,802269,123904,Self-Employed,Post-Graduate,Married,Personal,0
42,764602,103192,Salaried,Graduate,Single,Business,0
32,1237414,318314,Salaried,High School,Single,Car,0
26,359966,615184,Self-Employed,High School,Married,Car,0
36,972497,780400,Self-Employed,Post-Graduate,Married,Education,0
46,1445728,417431,Salaried,Graduate,Married,Car,0
25,1287996,660207,Unemployed,Graduate,Single,Home,0
29,674804,618295,Salaried,Graduate,Divorced,Home,1
34,321015,779618,Salaried,Graduate,Single,Home,0
50,1173714,569651,Self-Employed,Graduate,Single,Business,0
46,752022,110849,Salaried,Graduate,Married,Education,0
49,760507,308540,Self-Employed,Post-Graduate,Single,Personal,0
39,438105,687205,Salaried,Post-Graduate,Single,Business,0
28,1315548,192681,Self-Employed,High School,Married,Business,0
43,517957,618898,Salaried,Graduate,Single,Home,0
55,604223,673853,Salaried,Graduate,Married,Car,0
51,1407989,331414,Self-Employed,Graduate,Single,Personal,0
55,1476198,726686,Self-Employed,High School,Single,Education,0
52,1452735,302803,Unemployed,Graduate,Single,Car,1
25,1065081,275572,Salaried,High School,Single,Car,0
36,903791,762959,Salaried,High School,Married,Business,0
37,827003,489176,Self-Employed,Graduate,Single,Business,0
52,1071079,612927,Salaried,Graduate,Single,Home,0
58,538773,789058,Salaried,Graduate,Married,Education,0
52,257804,153064,Salaried,Graduate,Single,Education,0
40,1476983,791640,Unemployed,Graduate,Single,Business,0
22,776294,493955,Salaried,Graduate,Divorced,Business,0
40,711971,733488,Self-Employed,Post-Graduate,Single,Home,0
38,1136865,95832,Salaried,Graduate,Married,Car,0
21,1245886,139220,Salaried,Graduate,Single,Personal,0
49,1066452,106316,Unemployed,Post-Graduate,Married,Home,0
49,1492632,378827,Salaried,Graduate,Married,Education,0
39,738389,579838,Salaried,Graduate,Married,Education,0
26,957144,335913,Salaried,Graduate,Married,Car,0
59,1261837,675042,Salaried,Graduate,Married,Car,0
28,1392857,188210,Self-Employed,Post-Graduate,Married,Personal,0
44,339293,503702,Salaried,Post-Graduate,Single,Education,0
40,641049,262936,Salaried,Graduate,Single,Business,1
34,749845,386745,Salaried,Graduate,Single,Business,0
25,303585,386245,Self-Employed,Graduate,Married,Home,0
54,1243160,540831,Self-Employed,Graduate,Single,Business,0
36,856611,313338,Self-Employed,Post-Graduate,Single,Personal,0
27,909852,744615,Salaried,Graduate,Married,Personal,0
36,1098120,233751,Salaried,Graduate,Single,Education,0
27,1097422,135401,Salaried,Graduate,Married,Business,0
47,1496299,291964,Salaried,Post-Graduate,Married,Car,0
34,252318,710975,Salaried,Graduate,Single,Education,0
34,722121,417906,Unemployed,High School,Single,Home,0
53,693298,65084,Unemployed,Graduate,Married,Car,0
53,666804,732085,Self-Employed,Graduate,Married,Business,0
40,691300,84825,Salaried,High School,Single,Personal,0
56,761926,618360,Salaried,Post-Graduate,Married,Business,0
27,201147,558029,Salaried,Graduate,Married,Personal,1
52,1120351,544352,Self-Employed,Post-Graduate,Single,Home,0
23,810058,349390,Self-Employed,Graduate,Married,Education,0
59,522479,466070,Self-Employed,Post-Graduate,Single,Business,0
49,264347,632081,Self-Employed,Graduate,Single,Car,0
44,692483,218458,Unemployed,High School,Single,Business,0
42,1103262,591681,Salaried,Graduate,Married,Business,0
26,1143580,446994,Salaried,Post-Graduate,Married,Home,0
44,623968,280317,Unemployed,Post-Graduate,Single,Personal,0
43,404026,282979,Self-Employed,Graduate,Single,Education,0
58,1052089,152284,Self-Employed,High School,Married,Education,0
30,1154585,196390,Salaried,Graduate,Single,Personal,0
36,1462750,545888,Salaried,Graduate,Married,Car,0
31,1360862,288069,Salaried,Post-Graduate,Married,Business,0
52,692314,619066,Salaried,High School,Divorced,Home,0
26,439192,557366,Self-Employed,Graduate,Single,Car,0
44,601699,541423,Salaried,High School,Single,Home,0
53,1215728,671794,Unemployed,Graduate,Single,Home,0
32,1288670,444466,Salaried,High School,Single,Business,0
47,372522,224420,Salaried,Post-Graduate,Married,Business,0
58,318116,793818,Salaried,Graduate,Single,Education,0
38,880569,380637,Salaried,High School,Single,Education,0
59,1294892,465938,Self-Employed,Graduate,Single,Business,0
33,742844,326038,Salaried,Post-Graduate,Single,Home,1
50,883322,369207,Salaried,High School,Single,Home,0
33,608854,600060,Self-Employed,High School,Married,Education,0
54,826499,148290,Salaried,Post-Graduate,Married,Personal,0
56,1466267,741402,Salaried,Graduate,Single,Business,0
50,589684,665456,Salaried,Post-Graduate,Single,Business,1
45,880694,114181,Self-Employed,Post-Graduate,Married,Business,1
22,676333,491072,Unemployed,High School,Single,Education,0
56,857264,150210,Self-Employed,Graduate,Single,Business,0
38,270805,642763,Unemployed,Graduate,Single,Car,1
25,1279544,539302,Salaried,Graduate,Single,Education,0
39,201650,323814,Salaried,Graduate,Divorced,Education,0
38,474611,157036,Self-Employed,Graduate,Married,Business,0
52,301495,504788,Self-Employed,Graduate,Married,Education,0
41,298331,697591,Self-Employed,Post-Graduate,Single,Personal,0
30,1426548,278301,Salaried,Graduate,Single,Home,0
57,1210320,299937,Salaried,Post-Graduate,Married,Car,1
42,990789,346664,Salaried,High School,Married,Personal,0
33,473009,330194,Salaried,Graduate,Married,Car,0
37,1363135,447677,Salaried,Graduate,Single,Car,0
29,1054800,421053,Self-Employed,Graduate,Married,Business,1
44,1211908,219052,Salaried,Post-Graduate,Married,Education,1
34,981836,52118,Salaried,Post-Graduate,Single,Car,0
28,785327,783509,Unemployed,Graduate,Single,Personal,0
57,439028,612682,Salaried,Post-Graduate,Married,Car,0
39,723912,747669,Salaried,Graduate,Single,Education,0
48,664510,536219,Self-Employed,High School,Married,Car,0
50,1253004,424997,Self-Employed,Graduate,Married,Home,1
27,666863,92030,Salaried,High School,Married,Car,0
46,1497872,526889,Self-Employed,Graduate,Married,Home,0
31,1337359,797608,Salaried,Graduate,Single,Car,0
34,971229,368435,Self-Employed,Post-Graduate,Married,Personal,0
41,313823,473138,Salaried,Graduate,Married,Car,0
28,1038989,416808,Salaried,Graduate,Single,Home,1
23,558127,637503,Salaried,Post-Graduate,Married,Home,0
48,314039,487663,Self-Employed,Graduate,Single,Business,0
49,1033355,423661,Self-Employed,Graduate,Single,Personal,0
43,580746,343716,Self-Employed,Graduate,Divorced,Education,0
38,1243575,732877,Salaried,High School,Married,Home,0
55,537655,594937,Self-Employed,Graduate,Married,Personal,1
33,966177,149692,Salaried,Post-Graduate,Married,Business,0
32,568025,79927,Salaried,Graduate,Single,Home,0
25,1088447,731192,Salaried,Graduate,Married,Personal,0
59,612560,554489,Salaried,Graduate,Married,Personal,1
31,1007646,135638,Salaried,Graduate,Single,Car,0
31,1471339,253522,Self-Employed,Graduate,Married,Business,0
51,709523,296770,Salaried,Graduate,Married,Business,0
51,1402170,388555,Salaried,Graduate,Single,Car,0
33,1255256,392423,Self-Employed,Graduate,Married,Personal,0
34,317028,515670,Salaried,Post-Graduate,Married,Car,0
45,1323531,450224,Salaried,Post-Graduate,Married,Car,0
53,904367,154617,Salaried,Graduate,Single,Personal,0
53,840704,583089,Salaried,Post-Graduate,Married,Education,0
35,773641,541705,Unemployed,High School,Married,Home,1
36,828577,75300,Unemployed,High School,Single,Personal,0
58,661912,456373,Salaried,Post-Graduate,Married,Car,0
26,338944,190087,Salaried,Graduate,Married,Business,0
45,1256415,649993,Salaried,Graduate,Single,Personal,0
35,1395300,197345,Salaried,Graduate,Divorced,Business,0
24,600075,161270,Salaried,Post-Graduate,Married,Education,0
24,540984,78465,Salaried,Graduate,Single,Education,1
50,380338,526320,Self-Employed,Graduate,Married,Education,0
54,1493009,373867,Salaried,High School,Single,Home,0
47,582173,336903,Salaried,High School,Single,Education,0
51,531660,266600,Salaried,High School,Single,Car,0
52,894453,649635,Salaried,Graduate,Single,Education,0
59,907330,598307,Salaried,High School,Married,Home,0
29,986857,787158,Unemployed,Post-Graduate,Married,Education,0
28,775015,576723,Salaried,Post-Graduate,Single,Personal,0
34,930953,181806,Salaried,Graduate,Single,Business,0
53,381057,213997,Salaried,High School,Single,Car,0
43,1476987,764045,Salaried,Graduate,Married,Car,0
41,531786,430324,Salaried,Graduate,Married,Education,0
32,809911,561158,Salaried,Graduate,Single,Home,0
22,463552,754506,Salaried,Post-Graduate,Single,Business,0
33,940761,410439,Salaried,Post-Graduate,Single,Home,0
24,779625,319908,Self-Employed,High School,Married,Education,0
40,959485,441744,Salaried,Graduate,Married,Home,0
34,964026,329603,Self-Employed,Graduate,Married,Business,0
50,370235,644946,Unemployed,Post-Graduate,Married,Business,1
49,953353,80342,Unemployed,Graduate,Married,Home,0
28,392154,223893,Salaried,Graduate,Married,Education,0
32,1406978,222030,Self-Employed,Graduate,Married,Business,0
58,1343323,369137,Salaried,Post-Graduate,Single,Home,0
46,1215707,597423,Salaried,Post-Graduate,Divorced,Home,0
22,772402,431967,Self-Employed,Graduate,Single,Car,0
34,1053726,760885,Salaried,Graduate,Divorced,Business,0
26,919466,693975,Salaried,Graduate,Married,Car,0
51,866620,642788,Salaried,Post-Graduate,Divorced,Business,0
37,1018782,272072,Salaried,Post-Graduate,Single,Education,1
45,298214,129114,Self-Employed,High School,Single,Car,0
52,853173,227457,Salaried,High School,Married,Car,0
32,507325,664230,Self-Employed,High School,Divorced,Education,0
33,588454,350037,Unemployed,Graduate,Married,Personal,0
39,1332022,247741,Self-Employed,Post-Graduate,Married,Car,0
45,1380488,742366,Self-Employed,Post-Graduate,Married,Education,0
51,1135229,580074,Salaried,Post-Graduate,Single,Education,0
57,474443,78878,Salaried,High School,Married,Education,0
45,688741,761084,Salaried,Graduate,Single,Business,0
36,945401,680949,Self-Employed,Graduate,Single,Education,0
58,1483878,261203,Salaried,Graduate,Married,Education,0
43,339779,400157,Self-Employed,Graduate,Married,Home,0
34,511087,651772,Salaried,Post-Graduate,Married,Personal,0
26,1229799,500680,Salaried,Graduate,Single,Car,0
45,437051,429829,Salaried,Post-Graduate,Single,Education,0
43,831931,520155,Self-Employed,Graduate,Married,Home,0
32,288377,551687,Unemployed,High School,Single,Education,1
33,1349474,547831,Self-Employed,High School,Married,Personal,0
56,957320,282531,Salaried,Post-Graduate,Divorced,Personal,0
59,1477810,525556,Salaried,Graduate,Divorced,Car,0
54,596371,740963,Salaried,Graduate,Single,Education,0
26,1010004,562267,Self-Employed,Post-Graduate,Single,Car,0
58,1424491,248693,Salaried,High School,Single,Car,0
28,1071399,89837,Self-Employed,Post-Graduate,Married,Home,0
28,1283933,335998,Salaried,High School,Married,Education,0
53,1140671,535105,Salaried,Post-Graduate,Single,Business,0
54,759564,330905,Self-Employed,Post-Graduate,Single,Business,0
35,461728,102009,Self-Employed,Post-Graduate,Married,Personal,0
56,390555,521044,Salaried,Post-Graduate,Single,Business,0
55,414185,575743,Salaried,Post-Graduate,Married,Car,0
42,504488,632620,Unemployed,Graduate,Married,Car,0
43,997537,587970,Self-Employed,High School,Single,Home,0
42,1043186,521934,Self-Employed,High School,Single,Personal,0
25,576213,228278,Salaried,Post-Graduate,Single,Personal,0
51,247689,175362,Salaried,Post-Graduate,Married,Personal,1
33,436557,222681,Salaried,Graduate,Married,Business,0
48,841061,252817,Salaried,High School,Single,Home,0
40,615988,669074,Salaried,High School,Divorced,Home,0
53,543101,631678,Salaried,Post-Graduate,Single,Home,0
36,469919,474851,Unemployed,Graduate,Married,Home,0
49,423554,439484,Salaried,Post-Graduate,Married,Home,0
43,1354828,90816,Self-Employed,Graduate,Divorced,Education,0
44,916886,761859,Unemployed,Post-Graduate,Married,Car,0
54,1205647,297875,Salaried,High School,Married,Education,0
27,1302051,131454,Salaried,Graduate,Single,Car,0
58,590958,584734,Salaried,Graduate,Married,Car,0
57,323502,66456,Self-Employed,Graduate,Married,Education,0
24,781489,669778,Self-Employed,Graduate,Married,Car,0
54,951174,446673,Salaried,Graduate,Divorced,Education,0
42,1109796,297782,Self-Employed,Post-Graduate,Married,Home,0
25,537686,525048,Salaried,High School,Single,Home,0
43,880714,680180,Salaried,High School,Single,Education,0
35,1297213,443168,Salaried,Graduate,Single,Personal,0
51,1368290,534354,Self-Employed,Post-Graduate,Single,Home,0
29,1202266,201952,Salaried,High School,Married,Car,0
45,850868,408343,Salaried,Post-Graduate,Married,Home,1
45,1090434,775645,Salaried,High School,Single,Education,0
41,766961,317189,Salaried,High School,Divorced,Car,0
29,264694,345759,Self-Employed,Graduate,Divorced,Business,1
58,835980,180321,Salaried,High School,Single,Business,0
42,956802,796967,Salaried,Post-Graduate,Married,Business,0
43,778195,673987,Self-Employed,Graduate,Single,Car,0
24,1168173,787818,Self-Employed,Post-Graduate,Married,Car,0
49,604140,369558,Salaried,Post-Graduate,Married,Education,0
35,532322,276785,Salaried,Post-Graduate,Single,Home,0
21,1319308,631887,Salaried,High School,Single,Home,0
50,1006584,519138,Self-Employed,High School,Single,Home,0
49,1222006,796141,Self-Employed,High School,Married,Car,0
40,1256648,199339,Salaried,Graduate,Married,Car,0
53,805789,254939,Self-Employed,High School,Single,Personal,0
56,375759,626142,Salaried,Post-Graduate,Divorced,Home,0
42,952886,126396,Self-Employed,High School,Divorced,Business,0
33,221942,698614,Salaried,Post-Graduate,Single,Home,0
27,1164921,61110,Salaried,High School,Married,Personal,0
28,292379,670217,Self-Employed,Graduate,Single,Car,0
48,877079,435891,Salaried,High School,Married,Business,0
29,1166704,650898,Self-Employed,Graduate,Divorced,Personal,0
45,481038,308560,Self-Employed,High School,Single,Personal,0
36,571974,461016,Self-Employed,High School,Married,Home,0
30,666922,375678,Self-Employed,Graduate,Married,Personal,0
31,430009,792243,Salaried,High School,Married,Personal,1
51,1458073,628313,Self-Employed,High School,Single,Personal,0
32,1046593,675174,Salaried,High School,Single,Home,0
51,314863,706860,Salaried,Graduate,Married,Home,0
34,608356,90887,Salaried,Post-Graduate,Married,Business,0
52,555416,559842,Unemployed,Graduate,Married,Education,0
37,772774,407797,Salaried,Graduate,Single,Home,0
55,940637,706174,Self-Employed,Post-Graduate,Single,Home,0
21,564840,681379,Salaried,Graduate,Divorced,Education,0
49,1467538,195611,Salaried,High School,Single,Business,0
24,425011,234059,Unemployed,Post-Graduate,Single,Personal,0
43,439214,56086,Salaried,Graduate,Single,Car,0
48,496870,547814,Self-Employed,Graduate,Single,Personal,0
36,304983,323654,Salaried,Graduate,Married,Education,0
32,1354228,756863,Self-Employed,Graduate,Single,Education,1
41,1326424,64200,Self-Employed,Post-Graduate,Single,Business,0
37,962492,417812,Salaried,High School,Married,Home,1
33,940894,604429,Salaried,Post-Graduate,Married,Education,1
52,597538,673956,Salaried,Post-Graduate,Married,Car,0
57,310629,552540,Salaried,Graduate,Divorced,Home,0
35,784249,718768,Self-Employed,Post-Graduate,Single,Business,1
32,452139,63594,Salaried,Post-Graduate,Divorced,Business,0
35,1298932,485446,Self-Employed,Post-Graduate,Single,Education,0
54,1242545,189298,Salaried,Post-Graduate,Single,Car,0
26,718275,82212,Salaried,Graduate,Married,Education,1
37,1011355,525324,Salaried,Graduate,Married,Home,1
40,578035,619951,Salaried,Graduate,Single,Home,0
29,233750,388826,Salaried,High School,Single,Car,0
25,444365,741266,Salaried,Graduate,Married,Business,0
